"@timestamp","movie_title","tomatometer_status","audience_rating","tomatometer_rating",cast
"2012-10-25T16:00:00.000Z","Cloud Atlas",Fresh,66,66,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Bae Doo-na, Ben Whishaw, James D'Arcy, Xun Zhou, Keith David, David Gyasi, Susan Sarandon, Hugh Grant, Robert Fyfe, Alex Wuttke, Robin Morrissey, Brody Nicholas Lee, Ian Van Temperley, Amanda Walker, Ralph Riach, Andrew Havill, Tanja De Wendt, Raeven Lee Hanan, Götz Otto, Nial Fulton, Louis Dempsey, Martin Docherty, Alistair Petrie, Zhu Zhu, Sylvestra Le Touzel, Shaun Lawton, Dulcie Smart, Gary McCormack, Katy Karrenbauer, David Mitchell, Marco Albrecht, Cody Lee, Heike Hanold-Lynch, Jojo Schoning, Laura Vietzen, Thomas Kügel, Marie Ronnenbeck, Ruby Kastner, Emma Werz, Mya-Lecia Naylor, Korbyn Hanan, Anna Holmes, Moritz Berg, Gigi Lee, Genevien Lee, Victor Esteban Sole, Kristoffer Fuss"
"2013-03-21T16:00:00.000Z","The Croods",Fresh,77,71,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Clark Duke, Cloris Leachman, Randy Thom, Chris Sanders, Alan Silvestri"
"2013-10-10T16:00:00.000Z","Captain Phillips","Certified Fresh",89,93,"Tom Hanks, Catherine Keener, Barkhad Abdi, Michael Chernus, Corey Johnson, Chris Mulkey, Yul Vázquez, David Warshofsky, Max Martini, Faysal Ahmed, Mahat M. Ali, Omar Berdouni, Mohammed Ali, Issak Farah Samatar, Thomas Grube, Mark Holden, San Shella, Terrence Anderson, Marc Anwar, David Webber, Amr El-Bayoumi, Vincenzo Nicoli, Kapil Arun, Louis Mahoney, Peter Landi, Angus MacInnes, Ian Ralph, Kristian Hjordt Beck, Kurt Larsen, Bader Choukouko, Idurus Shiish, Azeez Mohammed, Abdurazak Ahmed Adan, Duran Mohamed Hassan, Nasir Jama, Kadz Souleiman, Scott Oates, David Meadows, Shad Jason Hamilton, Adam Wendling, Billy Jenkins, Mark Semos, Dean Franchuk, Rey Hernandez, Christopher Stadulis, Roger Edwards, John Patrick Barry, Raleigh Morse, Dale McClellan, Hugh Middleton, Raymond Care, Stacha Hicks, Will Bowden, Leonard Anderson"
"2013-10-15T16:00:00.000Z","Toy Story of Terror!",Fresh,84,94,"Tom Hanks, Tim Allen, Joan Cusack, Carl Weathers, Timothy Dalton, Don Rickles, Wallace Shawn, Kristen Schaal"
"2013-12-19T16:00:00.000Z","Saving Mr. Banks","Certified Fresh",84,79,"Emma Thompson, Tom Hanks, Colin Farrell, Bradley Whitford, Paul Giamatti, Jason Schwartzman, B.J. Novak, Ruth Wilson, Annie Rose Buckley, Rachel Griffiths, Kathy Baker"
"2014-04-10T16:00:00.000Z",Joe,"Certified Fresh",68,85,"Nicolas Cage, Tye Sheridan, Gary Poulter, Ronnie Gene Blevins, Adrienne Mishler, A.J. Wilson McPhaul, Sue Rock, Heather Kafka, Brenda-Isaacs Booth, Anna Niemtschk, Christopher Stoaling, Robert ""Spike"" Mickens, Jim Castel, Subhash Dutta, Srikanth Addala, Kevin Patrick Connors, Lico Reyes, Lazaro Solares, Gerd Jochum, Elbert Hill Jr., Jonny Mars, Jon Bonzor, Gregory M. Walker, Sharmista Roy, Mary Francis Eglin, Cécile Couraud, Ron Hurlbut, Christopher England, Lynette Walden, Dana Freitag, Mark Whigham"
"2014-12-01T16:00:00.000Z","Toy Story That Time Forgot",Fresh,82,100,"Tom Hanks, Tim Allen, Kristen Schaal, Kevin Mckidd, Emily Hahn"
"2015-10-15T16:00:00.000Z","Bridge of Spies","Certified Fresh",87,91,"Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan, Noah Schnapp, Scott Shepherd, Sebastian Koch, Domenick Lombardozzi, Dakin Matthews, Peter McRobbie, Eve Hewson, Michael Gaston, Billy Magnussen, Marko Caka, Edward James Hyland, Austin Stowell, Victor Verhaeghe, Mark Fichera, Brian Hutchison, Joshua Harto, Henny Russell, Rebekah Brockman, Jesse Plemons, John Rue, Jillian Lebling, Joel Brady, Michael Pemberton, Geoffrey Rude, Michael Kempen, Stephen Kunken, Jon Curry, Wes McGee, Jim Ferris, Lucia Ryan, Nolan Lyons, Hayley Feinstein, Andy Schneeflock, Victoria Leigh, Sawyer Barth, Ashlie Atkinson, Hayley Rawson, Laurie Dawn, James Lorinz, Patricia Squire, Mario Corry, Donavon Dietz, Le Chance DuRand, Mike Houston, Joe Starr, Hamilton Clancy, Jonathan Walker, Greg Nutcher, John Taylor, Tracy Howe, Steven Boyer, John Henry Cox, Mark Zak, Victor Schefe, Will Rogers (IV), Daniela Schulz, Moritz Berg, Emma Nazahn, Matthias Scherwenikas, Greta Galisch DePalma, Matilda Palma Galisch, Nadja Bobyleva, Kai Wido Meyer, Kristoffer Fuss, Thomas Hacikoglu, David Wilson Barnes, Joe Forbrich, Henning Bormann, Ketel Weber, Maik Rogge, Tim Morten Uhlenbrock, Mathias Gartner, Rafael Gareisen, Nico Ehrenteit, Radik Golovkov, Petra Marie Cammin, Lucy Dreznin, Michael Schenk, Mikhail Gorevoy, Wanja Götz, Stefan Langel, Vladimir Vilanov, Ivan Shvedov, Merab Ninidze, Konstantin Frolov, Steve Cirbus, Michael Kranz, Max Kidd, Frederic Heidorn, Nils Malten, Nina Gummich, Burghart Klaussner, Maximilian Mauff, Jon Donahue, Martin D. Dew"
"2016-09-08T16:00:00.000Z",Sully,"Certified Fresh",84,86,"Tom Hanks, Aaron Eckhart, Valerie Mahaffey, Delphi Harrington, Mike O'Malley, Jamey Sheridan, Anna Gunn, Holt McCallany, Laura Linney"
"2016-09-15T16:00:00.000Z",Snowden,Fresh,70,60,"Joseph Gordon-Levitt, Shailene Woodley, Zachary Quinto, Melissa Leo, Tom Wilkinson, Rhys Ifans, Nicolas Cage, Scott Eastwood, Joely Richardson, Timothy Olyphant, Ben Schnetzer, Christy Meyers, Jaymes Butler, Robert Firth, LaKeith Stanfield, Rachel Handshaw, Christian Contreras, Parker Sawyers, Kenneth Thomas, Michael Benz, Nicolas Rowe, Erol Sander, Stephanie Simbeck, Ben Chaplin, Mathangi Ray, Ashani Perera, Demitri Goritsas"
"2017-06-29T16:00:00.000Z",Inconceivable,Rotten,64,31,"Nicolas Cage, Gina Gershon, Nicky Whelan, Faye Dunaway, Natalie Eva Marie, Sienna Soho Baker, Harlow Bottarini, Jonathan  Baker, James Van Patten, Ele Bardha, Hunter Bodine, Leanna Huebner, Corrie Danieley, Burgess Byrd, Tess Talbot, Tyler Jon Olson, Pernille Trojgaard, Nicholas Lynch"
"2017-08-17T16:00:00.000Z","California Typewriter",Fresh,83,100,"Tom Hanks, John Mayer, David McCullough, Sam Shepard"
"2018-01-11T16:00:00.000Z","The Post","Certified Fresh",73,88,"Meryl Streep, Tom Hanks, Alison Brie, Sarah Paulson, Bob Odenkirk, Tracy Letts, David Cross, Bruce Greenwood, Jesse Plemons, Matthew Rhys, Michael Stuhlbarg, Bradley Whitford, Zach Woods, Pat Healy, John Rue, Rick Holmes, Philip Casnoff, Jessie Mueller, Stark Sands, Michael Cyril Creighton, Will Denton, Deirdre Lovejoy, Michael Devine, Kelly Miller, Jennifer Dundas, Austyn Johnson, Brent Langdon, DeBorah Green, Gary Wilmes, Christopher Innvar, Luke Slattery, Justin Swain, Robert G. Mckay, Sasha Spielberg, Bryan Burton, Coral Pena, Dan Bittner, Carrie Coon, Jon Donahue"
"2018-07-26T16:00:00.000Z","Teen Titans Go! To the Movies","Certified Fresh",72,91,"Greg Cipes, Scott Menville, Khary Payton, Tara Strong, Hynden Walch, Will Arnett, Kristen Bell, Nicolas Cage, Halsey, Lil Yachty, Eric Bauza, Kal-El Cage, Michael Bolton, Joey Cappabianca, Greg Davies, John DiMaggio, David Kaye, Tom Kenny, Jimmy Kimmel, Stan Lee, Vanessa Marshall, Phil Morris, Patton Oswalt, Alexander Polinsky, Meredith Salenger, Dave Stone, Fred Tatasciore, James Arnold Taylor, Wil Wheaton"
"2018-09-13T16:00:00.000Z",Mandy,"Certified Fresh",66,91,"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy, Olwen Fouéré, Richard Brake, Bill Duke, Paul Painter, Hayley Saywell"
"2018-12-13T16:00:00.000Z","Spider-Man: Into the Spider-Verse","Certified Fresh",93,97,"Shameik Moore, Jake Johnson (XVI), Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry, Lily Tomlin, Luna Lauren Vélez, Zoë Kravitz, John Mulaney, Kimiko Glenn, Nicolas Cage, Kathryn Hahn, Liev Schreiber, Chris Pine, Natalie Morales"
"2019-06-20T16:00:00.000Z","Toy Story 4","Certified Fresh",94,97,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Jordan Peele, Madeleine McGraw, Christina Hendricks, Keanu Reeves, Ally Maki, Jay Hernandez, Lori Alan, Joan Cusack, Bonnie Hunt, Kristen Schaal, Wallace Shawn, John Ratzenberger, Blake Clark, Don Rickles, Jeff Garlin, Estelle Harris, Jodi Benson"
